Epoch,Batch,Loss,Recon,KLD
1,236,0.6918,0.6915,0.0534
1,237,0.7294,0.7291,0.0639
1,238,0.7150,0.7147,0.0598
1,239,0.6877,0.6874,0.0740
1,240,0.7441,0.7438,0.0649
1,241,0.6899,0.6897,0.0531
1,242,0.6993,0.6989,0.0888
1,243,0.6791,0.6787,0.0767
1,244,0.7125,0.7122,0.0609
1,245,0.7062,0.7059,0.0531
1,246,0.6998,0.6995,0.0717
1,247,0.6982,0.6978,0.0800
1,248,0.7054,0.7051,0.0537
1,249,0.7390,0.7386,0.0853
1,250,0.7427,0.7424,0.0706
1,251,0.7073,0.7070,0.0572
1,252,0.6974,0.6969,0.0910
1,253,0.6694,0.6691,0.0670
1,254,0.6996,0.6993,0.0682
1,255,0.6810,0.6806,0.0779
1,256,0.6844,0.6840,0.0812
1,257,0.6723,0.6721,0.0555
1,258,0.6743,0.6739,0.0933
1,259,0.6968,0.6965,0.0486
1,260,0.6577,0.6575,0.0544
1,261,0.7082,0.7079,0.0626
1,262,0.7124,0.7119,0.0915
1,263,0.6683,0.6680,0.0676
1,264,0.6808,0.6805,0.0715
1,265,0.6720,0.6715,0.0842
1,266,0.6512,0.6507,0.0843
1,267,0.6612,0.6607,0.0958
1,268,0.6686,0.6683,0.0603
1,269,0.6731,0.6727,0.0735
1,270,0.6544,0.6541,0.0518
1,271,0.6548,0.6544,0.0737
1,272,0.6781,0.6778,0.0554
1,273,0.6792,0.6789,0.0721
1,274,0.6858,0.6853,0.0859
1,275,0.6669,0.6666,0.0607
1,276,0.6869,0.6865,0.0830
1,277,0.6718,0.6714,0.0804
1,278,0.6484,0.6481,0.0624
1,279,0.6591,0.6587,0.0781
1,280,0.6792,0.6788,0.0741
1,281,0.6735,0.6731,0.0848
1,282,0.6664,0.6660,0.0674
1,283,0.6459,0.6455,0.0803
1,284,0.6636,0.6633,0.0707
1,285,0.6646,0.6641,0.0962
1,286,0.6533,0.6528,0.1098
1,287,0.6565,0.6561,0.0781
1,288,0.6764,0.6759,0.0920
1,289,0.7024,0.7018,0.1187
1,290,0.6864,0.6859,0.0912
1,291,0.6617,0.6613,0.0778
1,292,0.6578,0.6573,0.1026
1,293,0.6519,0.6516,0.0716
1,294,0.6585,0.6581,0.0698
1,295,0.6555,0.6550,0.0872
1,296,0.6546,0.6540,0.1150
1,297,0.6757,0.6752,0.0854
1,298,0.6738,0.6733,0.1034
1,299,0.6356,0.6352,0.0818
1,300,0.6400,0.6396,0.0691
1,301,0.6733,0.6728,0.0995
1,302,0.6348,0.6343,0.1014
1,303,0.6597,0.6591,0.1142
1,304,0.6340,0.6333,0.1433
1,305,0.6507,0.6502,0.1036
1,306,0.6724,0.6719,0.1126
1,307,0.6429,0.6423,0.1175
1,308,0.6519,0.6515,0.0808
1,309,0.6673,0.6670,0.0745
1,310,0.6929,0.6925,0.0973
1,311,0.6301,0.6296,0.1134
1,312,0.6631,0.6627,0.0834
1,313,0.6941,0.6935,0.1132
1,314,0.6519,0.6515,0.0928
1,315,0.6428,0.6424,0.0804
1,316,0.6475,0.6472,0.0587
1,317,0.6135,0.6131,0.0745
1,318,0.6271,0.6266,0.1047
1,319,0.6508,0.6504,0.0815
1,320,0.6421,0.6417,0.0838
1,321,0.6239,0.6235,0.0896
1,322,0.6563,0.6557,0.1079
1,323,0.6369,0.6363,0.1121
1,324,0.6612,0.6606,0.1363
1,325,0.6428,0.6423,0.1012
1,326,0.6395,0.6389,0.1215
1,327,0.6034,0.6028,0.1195
1,328,0.6116,0.6112,0.0932
1,329,0.6674,0.6669,0.1113
1,330,0.6641,0.6635,0.1057
1,331,0.6293,0.6287,0.1147
1,332,0.6067,0.6062,0.1053
1,333,0.6012,0.6007,0.0913
1,334,0.6169,0.6162,0.1380
1,335,0.6296,0.6291,0.1115
1,336,0.6170,0.6166,0.0922
1,337,0.6256,0.6251,0.1017
1,338,0.6271,0.6267,0.0794
1,339,0.6185,0.6179,0.1039
1,340,0.6312,0.6307,0.0942
1,341,0.6564,0.6558,0.1114
1,342,0.5839,0.5834,0.1006
1,343,0.5885,0.5879,0.1130
1,344,0.5963,0.5958,0.1082
1,345,0.6107,0.6101,0.1084
1,346,0.6098,0.6094,0.0851
1,347,0.6003,0.5998,0.1007
1,348,0.5843,0.5837,0.1216
1,349,0.6133,0.6128,0.1133
1,350,0.6405,0.6399,0.1178
1,351,0.6339,0.6332,0.1408
1,352,0.5891,0.5884,0.1434
1,353,0.5732,0.5723,0.1803
1,354,0.5916,0.5909,0.1408
1,355,0.6075,0.6067,0.1609
1,356,0.6584,0.6575,0.1804
1,357,0.5817,0.5809,0.1434
1,358,0.5990,0.5983,0.1444
1,359,0.5988,0.5980,0.1498
1,360,0.5775,0.5768,0.1453
1,361,0.6074,0.6067,0.1290
1,362,0.6359,0.6351,0.1671
1,363,0.6071,0.6062,0.1690
1,364,0.6063,0.6056,0.1541
1,365,0.6524,0.6518,0.1187
1,366,0.5809,0.5802,0.1445
1,367,0.6058,0.6052,0.1197
1,368,0.6300,0.6294,0.1228
1,369,0.5987,0.5981,0.1089
1,370,0.5773,0.5767,0.1131
1,371,0.6199,0.6191,0.1671
1,372,0.6166,0.6159,0.1485
1,373,0.6136,0.6128,0.1455
1,374,0.5749,0.5739,0.1836
1,375,0.5848,0.5837,0.2206
1,376,0.6275,0.6262,0.2414
1,377,0.6234,0.6220,0.2913
1,378,0.5927,0.5913,0.2810
1,379,0.6371,0.6353,0.3669
1,380,0.6268,0.6250,0.3538
1,381,0.6130,0.6113,0.3376
1,382,0.6045,0.6029,0.3224
1,383,0.6034,0.6013,0.4137
1,384,0.6045,0.6027,0.3660
1,385,0.6127,0.6110,0.3295
1,386,0.6013,0.5998,0.3051
1,387,0.6189,0.6176,0.2556
1,388,0.5673,0.5658,0.3048
1,389,0.5963,0.5947,0.3071
1,390,0.6034,0.6015,0.3831
1,391,0.5624,0.5601,0.4510
1,392,0.6348,0.6323,0.5059
1,393,0.5820,0.5799,0.4213
1,394,0.6010,0.5981,0.5753
1,395,0.5866,0.5842,0.4801
1,396,0.6045,0.6023,0.4373
1,397,0.5936,0.5907,0.5712
1,398,0.5938,0.5913,0.5008
1,399,0.5978,0.5954,0.4839
1,400,0.5888,0.5860,0.5587
1,401,0.5766,0.5745,0.4056
1,402,0.5755,0.5729,0.5064
1,403,0.5887,0.5867,0.3913
1,404,0.6040,0.6008,0.6391
1,405,0.5805,0.5776,0.5662
1,406,0.5923,0.5892,0.6135
1,407,0.5865,0.5832,0.6652
1,408,0.5990,0.5954,0.7187
1,409,0.6037,0.6008,0.5743
1,410,0.5767,0.5738,0.5674
1,411,0.5986,0.5955,0.6120
1,412,0.5801,0.5772,0.5849
1,413,0.5826,0.5797,0.5888
1,414,0.5813,0.5786,0.5399
1,415,0.5736,0.5702,0.6697
1,416,0.5969,0.5940,0.5705
1,417,0.5930,0.5903,0.5441
1,418,0.5520,0.5499,0.4256
1,419,0.6110,0.6087,0.4747
1,420,0.5559,0.5530,0.5731
1,421,0.5807,0.5770,0.7277
1,422,0.5954,0.5914,0.8110
1,423,0.5730,0.5692,0.7754
1,424,0.5827,0.5785,0.8377
1,425,0.5574,0.5538,0.7244
1,426,0.5748,0.5713,0.6957
1,427,0.5791,0.5760,0.6230
1,428,0.6052,0.6019,0.6788
1,429,0.5704,0.5675,0.5906
1,430,0.5963,0.5933,0.5978
1,431,0.5545,0.5513,0.6434
1,432,0.5689,0.5654,0.7162
1,433,0.5915,0.5881,0.6789
1,434,0.5705,0.5663,0.8450
1,435,0.5542,0.5495,0.9336
1,436,0.5939,0.5892,0.9350
1,437,0.5723,0.5679,0.8896
1,438,0.5769,0.5712,1.1315
1,439,0.5286,0.5221,1.2969
1,440,0.5815,0.5770,0.8979
1,441,0.5622,0.5581,0.8397
1,442,0.6043,0.6002,0.8167
1,443,0.5740,0.5707,0.6702
1,444,0.5786,0.5746,0.7988
1,445,0.5433,0.5392,0.8179
1,446,0.5420,0.5383,0.7366
1,447,0.5620,0.5568,1.0307
1,448,0.5735,0.5688,0.9326
1,449,0.5926,0.5874,1.0414
1,450,0.5831,0.5780,1.0164
1,451,0.5787,0.5728,1.1770
1,452,0.5759,0.5711,0.9773
1,453,0.5278,0.5228,0.9996
1,454,0.5895,0.5848,0.9261
1,455,0.5604,0.5565,0.7774
1,456,0.5841,0.5799,0.8253
1,457,0.5762,0.5722,0.7856
1,458,0.5567,0.5532,0.7049
1,459,0.5230,0.5192,0.7739
1,460,0.5858,0.5814,0.8777
1,461,0.5700,0.5659,0.8118
1,462,0.5759,0.5712,0.9420
1,463,0.5726,0.5683,0.8757
1,464,0.5706,0.5654,1.0370
1,465,0.5630,0.5577,1.0695
1,466,0.5529,0.5473,1.1245
1,467,0.5695,0.5639,1.1241
1,468,0.5540,0.5472,1.3537
1,469,0.5657,0.5588,1.3642
1,470,0.5578,0.5511,1.3372
1,471,0.5508,0.5439,1.3733
1,472,0.5548,0.5486,1.2514
1,473,0.5688,0.5626,1.2276
1,474,0.5708,0.5656,1.0497
1,475,0.5377,0.5317,1.2018
1,476,0.5431,0.5374,1.1275
1,477,0.5472,0.5422,1.0017
1,478,0.5280,0.5233,0.9392
1,479,0.5710,0.5656,1.0838
1,480,0.5728,0.5680,0.9734
1,481,0.5889,0.5823,1.3114
1,482,0.5409,0.5339,1.3920
1,483,0.5708,0.5638,1.3937
1,484,0.5469,0.5401,1.3648
1,485,0.5670,0.5601,1.3858
1,486,0.5685,0.5619,1.3220
1,487,0.5225,0.5165,1.2012
1,488,0.5207,0.5145,1.2388
1,489,0.5361,0.5306,1.1032
1,490,0.5153,0.5096,1.1538
1,491,0.5456,0.5395,1.2199
1,492,0.5503,0.5443,1.2154
1,493,0.5442,0.5381,1.2178
1,494,0.5599,0.5535,1.2774
1,495,0.5398,0.5326,1.4397
1,496,0.5223,0.5154,1.3799
1,497,0.5836,0.5770,1.3271
1,498,0.5024,0.4955,1.3791
1,499,0.5632,0.5549,1.6577
1,500,0.5397,0.5333,1.2915
1,501,0.5437,0.5373,1.2734
1,502,0.5339,0.5279,1.1887
1,503,0.5277,0.5212,1.2950
1,504,0.5454,0.5396,1.1577
1,505,0.5407,0.5355,1.0221
1,506,0.5332,0.5270,1.2352
1,507,0.5566,0.5496,1.4127
1,508,0.5289,0.5219,1.3877
1,509,0.5458,0.5382,1.5219
1,510,0.5352,0.5270,1.6463
1,511,0.5622,0.5543,1.5804
1,512,0.5417,0.5344,1.4570
1,513,0.5372,0.5300,1.4409
1,514,0.5173,0.5104,1.3843
1,515,0.5286,0.5220,1.3224
1,516,0.5598,0.5529,1.3728
1,517,0.5391,0.5327,1.2834
1,518,0.5276,0.5215,1.2232
1,519,0.5612,0.5544,1.3501
1,520,0.5314,0.5249,1.2989
1,521,0.5319,0.5248,1.4269
1,522,0.5479,0.5405,1.4810
1,523,0.5204,0.5118,1.7271
1,524,0.5325,0.5248,1.5515
1,525,0.5120,0.5048,1.4229
1,526,0.5356,0.5285,1.4170
1,527,0.5415,0.5339,1.5184
1,528,0.5464,0.5373,1.8208
1,529,0.5741,0.5647,1.8856
1,530,0.5442,0.5358,1.6903
1,531,0.5488,0.5408,1.6004
1,532,0.5414,0.5331,1.6546
1,533,0.5406,0.5329,1.5368
1,534,0.5418,0.5335,1.6622
1,535,0.5379,0.5304,1.5036
1,536,0.5381,0.5300,1.6339
1,537,0.5308,0.5231,1.5427
1,538,0.5159,0.5074,1.7031
1,539,0.5419,0.5339,1.5973
1,540,0.5591,0.5510,1.6057
1,541,0.5525,0.5442,1.6590
1,542,0.5608,0.5530,1.5613
1,543,0.5403,0.5317,1.7129
1,544,0.5246,0.5164,1.6428
1,545,0.5387,0.5294,1.8576
1,546,0.5276,0.5188,1.7517
1,547,0.5333,0.5251,1.6485
1,548,0.5099,0.5022,1.5435
1,549,0.5273,0.5198,1.5132
1,550,0.5084,0.5010,1.4722
1,551,0.5294,0.5205,1.7807
1,552,0.5188,0.5100,1.7590
1,553,0.5753,0.5667,1.7301
1,554,0.5194,0.5097,1.9439
1,555,0.5369,0.5267,2.0419
1,556,0.5164,0.5068,1.9138
1,557,0.5181,0.5088,1.8684
1,558,0.5171,0.5061,2.1952
1,559,0.5569,0.5468,2.0145
1,560,0.5261,0.5166,1.8868
1,561,0.5280,0.5184,1.9249
1,562,0.5213,0.5127,1.7308
1,563,0.5294,0.5209,1.6897
1,564,0.4974,0.4891,1.6499
1,565,0.5069,0.4973,1.9319
1,566,0.5069,0.4981,1.7509
1,567,0.5113,0.5017,1.9128
1,568,0.5360,0.5268,1.8323
1,569,0.5363,0.5270,1.8692
1,570,0.5434,0.5347,1.7295
1,571,0.5449,0.5350,1.9705
1,572,0.5405,0.5312,1.8631
1,573,0.5392,0.5292,2.0116
1,574,0.5068,0.4965,2.0499
1,575,0.5052,0.4943,2.1739
1,576,0.5061,0.4953,2.1549
1,577,0.5194,0.5096,1.9443
1,578,0.5132,0.5050,1.6295
1,579,0.4827,0.4738,1.7761
1,580,0.5368,0.5276,1.8410
1,581,0.4990,0.4892,1.9569
1,582,0.5494,0.5391,2.0565
1,583,0.4945,0.4836,2.1739
1,584,0.5353,0.5247,2.1154
1,585,0.5034,0.4919,2.2917
1,586,0.5083,0.4977,2.1180
1,587,0.5352,0.5242,2.2099
1,588,0.5188,0.5083,2.1076
1,589,0.5126,0.5021,2.1039
1,590,0.5110,0.5009,2.0137
1,591,0.5200,0.5109,1.8284
1,592,0.5148,0.5048,1.9926
1,593,0.5374,0.5271,2.0547
1,594,0.5103,0.4991,2.2449
1,595,0.5336,0.5240,1.9209
1,596,0.5238,0.5129,2.1848
1,597,0.5279,0.5180,1.9781
1,598,0.5533,0.5420,2.2426
1,599,0.5042,0.4935,2.1513
1,600,0.5054,0.4946,2.1561
1,601,0.5139,0.5029,2.2125
1,602,0.5498,0.5395,2.0571
1,603,0.5436,0.5331,2.0925
1,604,0.5315,0.5211,2.0821
1,605,0.5275,0.5176,1.9900
1,606,0.5487,0.5380,2.1500
1,607,0.5153,0.5047,2.1207
1,608,0.5199,0.5085,2.2784
1,609,0.5190,0.5071,2.3815
1,610,0.4947,0.4826,2.4159
1,611,0.4938,0.4819,2.3888
1,612,0.4953,0.4837,2.3025
1,613,0.5502,0.5389,2.2606
1,614,0.4906,0.4792,2.2852
1,615,0.4893,0.4775,2.3588
1,616,0.5113,0.5001,2.2293
1,617,0.4959,0.4847,2.2347
1,618,0.5195,0.5079,2.3266
1,619,0.5302,0.5188,2.2864
1,620,0.5058,0.4939,2.3700
1,621,0.5167,0.5053,2.2735
1,622,0.5051,0.4944,2.1500
1,623,0.5098,0.4993,2.0997
1,624,0.4803,0.4695,2.1718
1,625,0.5079,0.4968,2.2172
1,626,0.5011,0.4900,2.2311
1,627,0.5268,0.5153,2.2993
1,628,0.4936,0.4833,2.0739
1,629,0.5089,0.4973,2.3334
1,630,0.5053,0.4939,2.2834
1,631,0.4992,0.4867,2.5075
1,632,0.5027,0.4900,2.5511
1,633,0.5048,0.4918,2.5897
1,634,0.5133,0.5011,2.4371
1,635,0.4806,0.4678,2.5752
1,636,0.5083,0.4952,2.6313
1,637,0.4848,0.4720,2.5469
1,638,0.5202,0.5074,2.5646
1,639,0.5109,0.4984,2.4864
1,640,0.5247,0.5122,2.4861
1,641,0.4924,0.4808,2.3287
1,642,0.5178,0.5056,2.4381
1,643,0.5444,0.5338,2.1268
1,644,0.5051,0.4940,2.2364
1,645,0.5093,0.4973,2.4009
1,646,0.4957,0.4839,2.3598
1,647,0.4904,0.4784,2.3898
1,648,0.4753,0.4640,2.2596
1,649,0.4745,0.4626,2.3818
1,650,0.5011,0.4886,2.4953
1,651,0.5166,0.5046,2.4063
1,652,0.5150,0.5017,2.6637
1,653,0.4966,0.4833,2.6639
1,654,0.5133,0.5007,2.5225
1,655,0.4990,0.4858,2.6356
1,656,0.5023,0.4914,2.1751
1,657,0.5033,0.4923,2.2040
1,658,0.4583,0.4470,2.2433
2,0,0.4847,0.4728,2.3840
2,1,0.4978,0.4857,2.4045
2,2,0.5179,0.5063,2.3112
2,3,0.4901,0.4787,2.2882
2,4,0.5182,0.5063,2.3667
2,5,0.4869,0.4754,2.3075
2,6,0.4862,0.4745,2.3327
2,7,0.4770,0.4640,2.6015
2,8,0.5155,0.5033,2.4424
2,9,0.4717,0.4598,2.3735
2,10,0.4967,0.4844,2.4502
2,11,0.5008,0.4890,2.3486
2,12,0.5035,0.4915,2.4044
2,13,0.5032,0.4913,2.3773
2,14,0.4789,0.4666,2.4757
2,15,0.4705,0.4580,2.4993
2,16,0.5115,0.4995,2.4055
2,17,0.5402,0.5272,2.5896
2,18,0.4760,0.4626,2.6783
2,19,0.5082,0.4946,2.7277
2,20,0.4943,0.4811,2.6403
2,21,0.4788,0.4661,2.5345
2,22,0.5094,0.4982,2.2543
2,23,0.4705,0.4581,2.4810
2,24,0.4613,0.4484,2.5729
2,25,0.5274,0.5140,2.6798
2,26,0.4758,0.4634,2.4934
2,27,0.5075,0.4947,2.5740
2,28,0.4962,0.4841,2.4079
2,29,0.4874,0.4747,2.5401
2,30,0.4888,0.4755,2.6440
2,31,0.4903,0.4770,2.6591
2,32,0.4769,0.4642,2.5472
2,33,0.4663,0.4537,2.5389
2,34,0.5306,0.5176,2.6020
2,35,0.4709,0.4583,2.5195
2,36,0.4938,0.4799,2.7725
2,37,0.4768,0.4638,2.5917
2,38,0.4821,0.4685,2.7269
2,39,0.5093,0.4962,2.6255
2,40,0.4909,0.4781,2.5668
2,41,0.4583,0.4466,2.3436
2,42,0.4953,0.4838,2.2936
2,43,0.4946,0.4833,2.2639
2,44,0.4880,0.4753,2.5473
2,45,0.4821,0.4684,2.7424
2,46,0.4713,0.4569,2.8912
2,47,0.4954,0.4809,2.8969
2,48,0.4724,0.4589,2.6926
2,49,0.4603,0.4469,2.6821
2,50,0.5034,0.4907,2.5368
2,51,0.4753,0.4630,2.4711
2,52,0.4822,0.4692,2.6148
2,53,0.4828,0.4692,2.7189
2,54,0.4760,0.4639,2.4215
2,55,0.4807,0.4678,2.5947
2,56,0.4761,0.4641,2.4119
2,57,0.4904,0.4782,2.4278
2,58,0.4672,0.4549,2.4676
2,59,0.4912,0.4773,2.7906
2,60,0.4824,0.4682,2.8454
2,61,0.4958,0.4816,2.8374
2,62,0.4818,0.4678,2.7950
2,63,0.4547,0.4411,2.7262
2,64,0.4642,0.4509,2.6594
2,65,0.5021,0.4885,2.7218
2,66,0.4835,0.4705,2.5902
2,67,0.4943,0.4822,2.4277
2,68,0.5229,0.5106,2.4626
2,69,0.4911,0.4780,2.6343
2,70,0.4644,0.4499,2.8965
2,71,0.4683,0.4527,3.1093
2,72,0.4856,0.4701,3.0924
2,73,0.4814,0.4672,2.8474
2,74,0.4845,0.4697,2.9650
